,index,road,km,type,name,length,condition,lat,lon,model_type
17362,725,Z7551,0.0,sourcesink,sourcesink,0.0,,23.029166,89.2325271,sourcesink
17363,15911,Z7551,0.146,Slab Culvert,.,2.85,C,23.0293281013793,89.2311217786206,bridge
17364,15912,Z7551,0.653,Arch Masonry,.,2.2,C,23.0302476258407,89.2268291895575,bridge
17365,15913,Z7551,0.944,Arch Masonry,.,1.75,A,23.0313406701639,89.2245112668852,bridge
17366,15914,Z7551,1.347,Arch Masonry,.,2.25,B,23.0331349783582,89.2219727902985,bridge
17367,15915,Z7551,2.099,Arch Masonry,.,1.9,C,23.0376145746,89.2176407587,bridge
17368,15916,Z7551,3.287,Slab Culvert,.,6.28,B,23.0405808081364,89.2067291685039,bridge
17369,15917,Z7551,4.326,RCC Girder Bridge,.,13.0,A,23.0430868232876,89.1973446474885,bridge
17370,15918,Z7551,6.541,Box Culvert,.,3.6,A,23.0493114106481,89.1786088092592,bridge
17371,15919,Z7551,7.818,Slab Culvert,.,4.5,D,23.0582886740331,89.1729970408839,bridge
17372,15920,Z7551,9.153,Box Culvert,.,3.6,A,23.0657319961813,89.163263673389,bridge
17373,15921,Z7551,10.78,Slab Culvert,.,5.35,B,23.0752907336206,89.151937700862,bridge
17374,15922,Z7551,13.947,Slab Culvert,.,5.6,C,23.0869840788764,89.1255959406741,bridge
17375,15923,Z7551,16.741,Box Culvert,.,2.08,A,23.0966547020618,89.1036514170103,bridge
17376,15924,Z7551,17.241,Slab Culvert,.,3.5,D,23.0986660361904,89.100005555238,bridge
17377,15925,Z7551,17.285,Box Culvert,.,1.65,A,23.1013888888888,89.1027777777777,bridge
17378,44872,Z7551,17.49,sourcesink,sourcesink,0.0,,23.1004722,89.0992219,sourcesink
17379,726,Z7552,0.0,sourcesink,sourcesink,0.0,,22.9045,89.1995274,sourcesink
17380,15926,Z7552,0.288,Slab Culvert,.,1.0,A,22.9045556,89.1966825037313,bridge
17381,15927,Z7552,0.566,Steel Beam & RCC Slab,.,7.0,B,22.9042123319148,89.194022364539,bridge
17382,15928,Z7552,1.303,Box Culvert,.,2.4,A,22.9035050174193,89.1869272864516,bridge
17383,15929,Z7552,1.805,Slab Culvert,.,1.15,A,22.903472478,89.182047915,bridge
17384,15930,Z7552,1.955,Slab Culvert,.,1.13,A,22.9033874131578,89.1805366315789,bridge
17385,15931,Z7552,2.08,Slab Culvert,.,1.13,A,22.9033611,89.1793684142857,bridge
17386,15932,Z7552,2.409,Slab Culvert,.,1.0,A,22.9031836982532,89.1761887507642,bridge
17387,15933,Z7552,2.502,Slab Culvert,.,1.18,A,22.9031329340611,89.1752890975982,bridge
17388,15934,Z7552,3.0,Slab Culvert,.,2.5,C,22.9028611,89.1704716,bridge
17389,15935,Z7552,3.037,Box Culvert,.,2.0,A,22.9028285635826,89.1699064620078,bridge
17390,15936,Z7552,3.468,Slab Culvert,.,1.0,A,22.9034883838582,89.1656413437007,bridge
17391,15937,Z7552,3.558,Slab Culvert,.,1.1,A,22.9036309924528,89.1648186716981,bridge
17392,15938,Z7552,3.685,Box Culvert,.,1.73,A,22.9038473117924,89.1638701254717,bridge
17393,15939,Z7552,3.914,Slab Culvert,.,1.1,A,22.904340909589,89.161789539726,bridge
17394,15940,Z7552,4.669,Slab Culvert,.,1.1,A,22.9060226630136,89.1542448739726,bridge
17395,15941,Z7552,5.033,Slab Culvert,.,1.1,A,22.9067917759375,89.1507240709375,bridge
17396,15942,Z7552,5.99,Slab Culvert,.,1.6,A,22.9073333,89.1419163,bridge
17397,15943,Z7552,6.93,Box Culvert,.,5.35,C,22.9019444555555,89.1398494222222,bridge
17398,15944,Z7552,7.248,Box Culvert,.,2.0,A,22.8996986271676,89.1405108906358,bridge
17399,15945,Z7552,7.493,Box Culvert,.,2.0,A,22.8980935231213,89.1409436201156,bridge
17400,15946,Z7552,7.679,Box Culvert,.,2.0,A,22.8968749543352,89.1412721412716,bridge
17401,15947,Z7552,8.578,RCC Girder Bridge,Mirzanagar Bridge.,9.0,A,22.890833,89.1385274,bridge
17402,15948,Z7552,8.923,Slab Culvert,.,1.1,A,22.888925618932,89.1368061682038,bridge
17403,15949,Z7552,9.22,Box Culvert,.,1.4,A,22.8886543672,89.1364090288,bridge
17404,15950,Z7552,10.898,Slab Culvert,.,1.0,A,22.8841904755555,89.1200620444444,bridge
17405,15951,Z7552,11.335,RCC Girder Bridge,Kopotakhya bridge,68.38,C,22.882512681132,89.1168132981132,bridge
17406,15952,Z7552,11.811,Slab Culvert,.,1.8,C,22.8819305399026,89.1122060871046,bridge
17407,15953,Z7552,12.706,Slab Culvert,.,1.9,A,22.8786283882352,89.1047499764706,bridge
17408,15954,Z7552,13.899,Slab Culvert,.,1.4,A,22.8746295069387,89.0939275318367,bridge
17409,15955,Z7552,14.464,Slab Culvert,.,1.2,A,22.8733468248275,89.0887333217241,bridge
17410,15956,Z7552,14.761,Slab Culvert,.,1.9,A,22.8728998767441,89.0858201069767,bridge
17411,15957,Z7552,15.01,Slab Culvert,.,1.4,A,22.8726084105504,89.0831977422018,bridge
17412,15958,Z7552,16.065,Slab Culvert,.,2.0,A,22.8727204716981,89.0732378094339,bridge
17413,15959,Z7552,16.222,Slab Culvert,.,2.0,C,22.8725185098106,89.0717440182444,bridge
17414,15960,Z7552,16.807,Slab Culvert,.,1.8,B,22.8708326428571,89.0664002571428,bridge
17415,15961,Z7552,17.139,Slab Culvert,.,1.2,A,22.8701817793984,89.0633587109774,bridge
17416,15962,Z7552,17.808,Slab Culvert,.,1.2,A,22.8664695970212,89.0581954234042,bridge
17417,15963,Z7552,18.742,Slab Culvert,.,2.3,A,22.8625009866464,89.0501546787556,bridge
17418,15964,Z7552,19.557,RCC Girder Bridge,Betraboti bridge,33.78,C,22.8598754333333,89.0431604313131,bridge
17419,44941,Z7552,19.925,sourcesink,sourcesink,0.0,,22.86,89.0402774,sourcesink
17420,727,Z7553,0.0,sourcesink,sourcesink,0.0,,22.9083611,89.2193049,sourcesink
17421,15965,Z7553,0.912,Box Culvert,.,1.0,A,22.9100795315098,89.2277031827133,bridge
17422,15966,Z7553,1.493,Box Culvert,.,1.76,A,22.9078830240384,89.2060475870192,bridge
17423,15967,Z7553,1.709,Box Culvert,.,1.0,A,22.90661531,89.20431529,bridge
17424,15968,Z7553,1.88,Box Culvert,.,1.0,A,22.9056389,89.2029167,bridge
17425,15969,Z7553,2.391,RCC Girder Bridge,Baishar Mor Bridge,12.73,C,22.9034393736507,89.1994942766666,bridge
17426,15970,Z7553,3.638,Slab Culvert,.,1.0,A,22.8956682627906,89.192860172093,bridge
17427,15971,Z7553,4.522,Slab Culvert,.,1.5,B,22.8898122230598,89.1871568492239,bridge
17428,15972,Z7553,4.97,Slab Culvert,.,1.8,B,22.8881240283582,89.1832126970149,bridge
17429,15973,Z7553,5.529,Slab Culvert,.,1.3,C,22.8856183832041,89.1786987180878,bridge
17430,15974,Z7553,5.916,Slab Culvert,.,1.95,B,22.8827648322033,89.1765247152542,bridge
17431,15975,Z7553,8.593,Box Culvert,.,1.95,A,22.8641807974137,89.161351192931,bridge
17432,15976,Z7553,8.72,Box Culvert,.,1.95,A,22.8630110312693,89.1606427343653,bridge
17433,15977,Z7553,10.325,Box Culvert,.,2.0,A,22.8494193545851,89.1581310757641,bridge
17434,15978,Z7553,10.779,Box Culvert,.,2.0,A,22.8456745484716,89.1569470080786,bridge
17435,15979,Z7553,11.256,Box Culvert,.,2.0,A,22.8425626232758,89.1539223271551,bridge
17436,15980,Z7553,11.564,Box Culvert,.,1.43,A,22.8400356071428,89.1523108308441,bridge
17437,15981,Z7553,13.26,Slab Culvert,.,1.7,C,22.8304991570469,89.1598710362416,bridge
17438,15982,Z7553,13.388,Box Culvert,.,1.4,B,22.8299503033557,89.1605153315436,bridge
17439,15983,Z7553,14.487,Slab Culvert,.,1.7,C,22.8229351943,89.1638623148,bridge
17440,15984,Z7553,14.877,Slab Culvert,.,1.15,A,22.8215268653,89.1667328708,bridge
17441,15985,Z7553,15.575,Box Culvert,.,3.7,B,22.8205275218335,89.1729718259348,bridge
17442,15986,Z7553,15.977,Slab Culvert,.,1.2,A,22.8203262593406,89.1765460670329,bridge
17443,15987,Z7553,16.329,Slab Culvert,.,1.15,A,22.8199567828866,89.1800756362886,bridge
17444,15988,Z7553,16.425,Slab Culvert,.,1.2,A,22.8198633164948,89.1810543216494,bridge
17445,15989,Z7553,17.169,Box Culvert,.,2.1,C,22.825077547486,89.1842171078212,bridge
17446,15990,Z7553,18.336,Slab Culvert,.,1.7,A,22.8317264296,89.1883881408,bridge
17447,15991,Z7553,18.373,Slab Culvert,.,1.1,A,22.8316657902999,89.1886389194,bridge
17448,15992,Z7553,18.558,Slab Culvert,.,1.1,A,22.8313625937999,89.1898928124,bridge
17449,15993,Z7553,18.815,Slab Culvert,.,1.1,A,22.8309413965,89.191634707,bridge
17450,15994,Z7553,19.501,Slab Culvert,.,1.1,A,22.8309804302254,89.1973945714139,bridge
17451,15995,Z7553,19.9,Slab Culvert,.,1.1,A,22.831252984836,89.2009831594262,bridge
17452,15996,Z7553,19.929,Slab Culvert,.,1.1,A,22.8312727945696,89.2012439841188,bridge
17453,15997,Z7553,19.966,Slab Culvert,.,1.1,A,22.8312980690573,89.2015767604508,bridge
17454,15998,Z7553,20.166,Slab Culvert,.,1.15,A,22.8309459736,89.2032860212,bridge
17455,15999,Z7553,20.708,Slab Culvert,.,1.1,A,22.8298921088,89.2080435346,bridge
17456,16000,Z7553,21.124,Slab Culvert,.,1.1,A,22.8303604555555,89.2111400977777,bridge
17457,16001,Z7553,21.31,Slab Culvert,.,1.0,A,22.8320826777777,89.2118672888888,bridge
17458,16002,Z7553,23.483,RCC Girder Bridge,Parachakra Bridge.,12.5,B,22.8405883152317,89.2245817682119,bridge
17459,16003,Z7553,29.94,Box Culvert,.,2.8,A,22.8331037902439,89.268136904878,bridge
17460,16004,Z7553,30.151,RCC Girder Bridge,Betgram Bridge,14.9,C,22.8326504237569,89.2689122714917,bridge
17461,16005,Z7553,30.914,Box Culvert,.,2.0,A,22.8342198430939,89.2709965682872,bridge
17462,45034,Z7553,33.07,sourcesink,sourcesink,0.0,,22.8233327,89.2713882,sourcesink
17463,728,Z7602,0.0,sourcesink,sourcesink,0.0,,22.7123889,89.0709993,sourcesink
17464,16006,Z7602,2.134,Box Culvert,.,2.0,A,22.6966879576271,89.06225,bridge
17465,16007,Z7602,4.032,RCC Girder Bridge,Bakal bridge,48.8,C,22.6905552,89.04477748,bridge
17466,16008,Z7602,5.154,Box Culvert,.,4.6,A,22.6892368384615,89.0340274153846,bridge
17467,16009,Z7602,5.995,Box Culvert,.,3.55,A,22.6841577388219,89.0281629178045,bridge
17468,16010,Z7602,6.365,Box Culvert,.,3.0,A,22.6816363082191,89.0257412986301,bridge
17469,16011,Z7602,7.602,Box Culvert,.,3.5,A,22.6753440545302,89.0158484625838,bridge
17470,16012,Z7602,9.679,Box Culvert,.,3.6,A,22.6608582943787,89.0034017535503,bridge
17471,16013,Z7602,10.746,Slab Culvert,.,2.0,B,22.6527513910326,88.9977530576087,bridge
17472,16014,Z7602,11.844,Slab Culvert,.,2.05,A,22.6449506025,88.9911657692857,bridge
17473,16015,Z7602,12.062,Box Culvert,.,3.6,B,22.6434113234234,88.9899480815315,bridge
17474,16016,Z7602,12.072,RCC Girder Bridge,Kalia bridge,56.8,D,22.6433412513513,88.9898930229729,bridge
17475,16017,Z7602,12.13,Box Culvert,.,4.5,B,22.6429331031746,88.9895653253968,bridge
17476,16018,Z7602,12.615,Box Culvert,.,3.0,A,22.6392109036734,88.9874127181632,bridge
17477,16019,Z7602,16.537,Slab Culvert,.,2.1,A,22.6067353921052,89.0006030473684,bridge
17478,16020,Z7602,17.388,Box Culvert,.,1.95,A,22.5992330555276,89.0018433012562,bridge
17479,16021,Z7602,17.57,RCC Girder Bridge,Paruliar bridge,28.0,C,22.5975917028089,89.0018202544943,bridge
17480,16022,Z7602,17.865,Box Culvert,.,1.95,A,22.5947152449612,89.0015723736434,bridge
17481,16023,Z7602,18.941,Slab Culvert,.,1.1,A,22.5854635599999,88.99915245,bridge
17482,16024,Z7602,20.051,Slab Culvert,.,3.6,A,22.5756706,88.9992218833333,bridge
17483,16025,Z7602,26.296,Slab Culvert,.,3.2,A,22.5226037266211,89.0157901341296,bridge
17484,16026,Z7602,28.513,Slab Culvert,.,3.6,A,22.5038697119373,89.0125887107632,bridge
17485,16027,Z7602,29.161,Box Culvert,.,6.8,B,22.4981481386206,89.0118455889655,bridge
17486,16028,Z7602,29.872,Slab Culvert,.,3.2,A,22.4917514380141,89.0110584729077,bridge
17487,16029,Z7602,30.302,Slab Culvert,.,3.3,A,22.4878749330935,89.0110148183453,bridge
17488,16030,Z7602,31.489,Slab Culvert,.,4.3,A,22.4802106541322,89.018596276033,bridge
17489,16031,Z7602,32.239,Slab Culvert,.,3.4,A,22.4757131829596,89.0242454793722,bridge
17490,16032,Z7602,32.875,PC Girder Bridge,.,40.0,A,22.4719781804724,89.0288837286614,bridge
17491,16033,Z7602,34.417,Truss with Steel Deck,.,161.35,A,22.459072678409,89.0334357947727,bridge
17492,45106,Z7602,35.04,sourcesink,sourcesink,0.0,,22.4535278,89.0347219,sourcesink
17493,729,Z7603,0.0,sourcesink,sourcesink,0.0,,22.7124167,89.0709993,sourcesink
17494,16034,Z7603,0.194,Baily with Steel Deck,.,18.3,A,22.7119722,89.0727771,bridge
17495,16035,Z7603,1.184,Slab Culvert,.,1.78,B,22.7075312879452,89.0785756326027,bridge
17496,16036,Z7603,2.837,Slab Culvert,.,1.75,A,22.6995293477272,89.0900842585227,bridge
17497,16037,Z7603,3.633,Box Culvert,.,1.92,A,22.6928619519788,89.092938930343,bridge
17498,16038,Z7603,4.717,Box Culvert,.,1.95,A,22.6835029258241,89.0972051348901,bridge
17499,16039,Z7603,5.365,Box Culvert,.,3.55,A,22.6797008774359,89.1012239449572,bridge
17500,16040,Z7603,5.609,Box Culvert,.,1.9,A,22.6783210759036,89.1029967161445,bridge
17501,16041,Z7603,6.452,Slab Culvert,.,1.1,A,22.6726138274,89.107282537,bridge
17502,16042,Z7603,7.084,Box Culvert,.,1.9,A,22.6676410614705,89.10986509,bridge
17503,16043,Z7603,7.432,Box Culvert,.,1.9,A,22.6648382991596,89.1114642902521,bridge
17504,16044,Z7603,8.681,Slab Culvert,.,2.8,C,22.6567686597014,89.1190731492537,bridge
17505,16045,Z7603,10.334,Box Culvert,.,1.9,A,22.6429803806722,89.1230234773109,bridge
17506,16046,Z7603,11.839,Box Culvert,.,4.6,A,22.6348617220339,89.1311340067796,bridge
17507,16047,Z7603,12.728,Box Culvert,.,1.9,A,22.6288183692105,89.1364926902631,bridge
17508,16048,Z7603,13.933,Box Culvert,.,1.9,A,22.6221481672489,89.145680482096,bridge
17509,16049,Z7603,14.336,Slab Culvert,.,2.2,C,22.6198556357758,89.1491792181034,bridge
17510,16050,Z7603,14.561,Box Culvert,.,1.9,A,22.6185788241379,89.1501556689655,bridge
17511,16051,Z7603,14.809,Box Culvert,.,3.6,A,22.6164377460829,89.1499300516129,bridge
17512,16052,Z7603,16.227,Box Culvert,.,1.9,A,22.6101808380952,89.1557993348485,bridge
17513,16053,Z7603,16.689,Slab Culvert,.,1.73,A,22.6095282074626,89.1597702558209,bridge
17514,16054,Z7603,17.033,Slab Culvert,.,1.82,A,22.6073791309278,89.1615358175257,bridge
17515,16055,Z7603,17.222,Slab Culvert,.,1.8,C,22.6057555142857,89.1620320718254,bridge
17516,16056,Z7603,17.859,Box Culvert,.,1.9,A,22.6003750987951,89.1640960698795,bridge
17517,16057,Z7603,18.356,Slab Culvert,.,4.25,C,22.5959720548148,89.1650283762962,bridge
17518,16058,Z7603,19.662,Box Culvert,.,6.78,A,22.5845133078212,89.1669346234636,bridge
17519,16059,Z7603,20.386,Slab Culvert,.,3.65,C,22.5781120011647,89.1677885886855,bridge
17520,16060,Z7603,21.611,Box Culvert,.,1.94,A,22.5672507114457,89.1698708487951,bridge
17521,16061,Z7603,22.359,Box Culvert,.,2.45,A,22.5607017867256,89.1711991858407,bridge
17522,16062,Z7603,23.491,Truss with Steel Deck,Chapra-Asasuni bridge,240.87,D,22.5508056,89.1730827,bridge
17523,45215,Z7603,52.0,sourcesink,sourcesink,0.0,,22.5783882,89.3005833,sourcesink
17524,730,Z7604,0.0,sourcesink,sourcesink,0.0,,22.8234716,89.2719438,sourcesink
17525,16063,Z7604,2.36,Box Culvert,.,1.85,A,22.8065213495867,89.2606007471074,bridge
17526,16064,Z7604,2.8,Box Culvert,.,1.9,A,22.8007348514851,89.2580189990098,bridge
17527,16065,Z7604,3.727,Box Culvert,.,1.85,A,22.7949424432894,89.2528613686842,bridge
17528,16066,Z7604,4.324,Box Culvert,.,1.9,A,22.7915362578947,89.2510774842105,bridge
17529,16067,Z7604,4.568,Box Culvert,.,1.9,A,22.7897318944444,89.2506076388889,bridge
17530,16068,Z7604,6.004,Box Culvert,.,1.9,A,22.7768621333333,89.252135530303,bridge
17531,16069,Z7604,6.623,Box Culvert,.,1.85,A,22.7714658633522,89.2528574735795,bridge
17532,16070,Z7604,7.432,Box Culvert,.,1.9,A,22.7643267417391,89.2538879513043,bridge
17533,16071,Z7604,7.99,Box Culvert,.,1.85,A,22.7593960518518,89.2539886592592,bridge
17534,16072,Z7604,8.113,Box Culvert,.,3.9,A,22.7582266412698,89.2538946063492,bridge
17535,16073,Z7604,9.659,Slab Culvert,.,3.75,C,22.7460930457142,89.2573734442857,bridge
17536,16074,Z7604,9.841,Slab Culvert,.,3.6,A,22.7446763257142,89.2578567842857,bridge
17537,16075,Z7604,10.107,Box Culvert,.,1.85,A,22.7428668275,89.2590914616666,bridge
17538,16076,Z7604,10.646,Box Culvert,.,3.55,A,22.7392725288888,89.2626222444444,bridge
17539,16077,Z7604,11.041,Box Culvert,.,1.9,A,22.7366991963414,89.2651127841463,bridge
17540,16078,Z7604,11.755,Arch Masonry,.,3.0,A,22.7319177195578,89.2696870656462,bridge
17541,16079,Z7604,11.845,Box Culvert,.,1.8,A,22.7312615692307,89.2701910175824,bridge
17542,16080,Z7604,12.292,Box Culvert,.,1.9,A,22.7287222249258,89.2732148329376,bridge
17543,16081,Z7604,12.503,Box Culvert,.,3.6,A,22.7275106902912,89.274753153398,bridge
17544,16082,Z7604,13.305,Box Culvert,.,2.0,A,22.7235173153846,89.28116426,bridge
17545,16083,Z7604,13.739,Box Culvert,.,1.85,A,22.7220495280459,89.2849968425287,bridge
17546,16084,Z7604,15.941,Box Culvert,.,1.85,A,22.708217270792,89.300059460099,bridge
17547,16085,Z7604,16.135,Box Culvert,.,3.65,C,22.7068877961538,89.3012788038461,bridge
17548,16086,Z7604,16.322,Box Culvert,.,2.0,A,22.7057248527704,89.3026080216358,bridge
17549,16087,Z7604,16.892,Box Culvert,.,3.7,A,22.7021401488,89.3064415261333,bridge
17550,16088,Z7604,18.129,Box Culvert,.,1.95,A,22.6919599137931,89.3094990586206,bridge
17551,16089,Z7604,19.745,Box Culvert,.,2.0,A,22.6798502290476,89.3001115057142,bridge
17552,16090,Z7604,20.936,Box Culvert,.,13.25,B,22.6720439749171,89.2963961585635,bridge
17553,16091,Z7604,23.119,Slab Culvert,.,1.4,A,22.6555055654945,89.3013599283516,bridge
17554,16092,Z7604,24.486,Box Culvert,.,2.55,A,22.6474309754368,89.3043559260194,bridge
17555,16093,Z7604,27.173,Box Culvert,.,1.9,A,22.6255793841935,89.3028197806451,bridge
17556,16094,Z7604,34.925,Box Culvert,Sluice Gate.,1.5,D,22.5652659896551,89.3039233917771,bridge
17557,16095,Z7604,36.12,Slab Culvert,.,1.75,A,22.5551634321856,89.3060715450598,bridge
17558,16096,Z7604,37.942,Box Culvert,.,15.8,C,22.5448289373626,89.2951026375824,bridge
17559,16097,Z7604,39.349,Box Culvert,.,9.95,C,22.533556561486,89.29063117226,bridge
17560,16098,Z7604,41.904,Box Culvert,.,3.6,A,22.5130223812807,89.2918048150739,bridge
17561,16099,Z7604,44.352,Slab Culvert,.,3.1,B,22.4989914915178,89.3086196772321,bridge
17562,16100,Z7604,45.903,Box Culvert,.,3.1,A,22.4876345936054,89.3037438862585,bridge
17563,16101,Z7604,46.126,Box Culvert,.,6.85,A,22.4858647321088,89.30278310517,bridge
17564,16102,Z7604,46.72,Slab Culvert,.,5.2,D,22.4819007385,89.299181788,bridge
17565,16103,Z7604,47.299,Box Culvert,.,3.6,A,22.4785232578,89.2949838064,bridge
17566,16104,Z7604,48.025,Box Culvert,.,6.9,A,22.4767001098039,89.2887959908496,bridge
17567,16105,Z7604,49.859,Box Culvert,Sluice Gate.,5.2,A,22.4623949898305,89.2848023847457,bridge
17568,16106,Z7604,51.28,Box Culvert,.,2.0,A,22.4504637995,89.2816774915,bridge
17569,16107,Z7604,53.263,Box Culvert,.,3.1,A,22.4332444708,89.2786758968,bridge
17570,16108,Z7604,54.228,Box Culvert,.,3.15,A,22.4253860084729,89.2785178143842,bridge
17571,16109,Z7604,56.961,Box Culvert,.,2.45,A,22.4021934840452,89.282948503015,bridge
17572,16110,Z7604,58.677,Box Culvert,.,1.9,A,22.3874607922,89.2834194413,bridge
17573,16111,Z7604,59.059,Box Culvert,.,2.4,A,22.3845532374,89.2814987071,bridge
17574,16112,Z7604,59.869,Box Culvert,.,3.6,A,22.3781299206293,89.2787078898601,bridge
17575,16113,Z7604,61.867,Box Culvert,.,1.85,A,22.3604375484112,89.2813539848598,bridge
17576,16114,Z7604,63.082,Box Culvert,.,1.9,A,22.3644166666666,89.281,bridge
17577,16115,Z7604,63.407,Box Culvert,.,6.5,A,22.3614722222222,89.28125,bridge
17578,45354,Z7604,63.585,sourcesink,sourcesink,0.0,,22.3488886,89.2885552,sourcesink
17579,731,Z7606,0.0,sourcesink,sourcesink,0.0,,22.8003333,89.5386663,sourcesink
17580,16116,Z7606,1.841,Box Culvert,Sluice gate,5.1,C,22.7837472518939,89.5366539893939,bridge
17581,16117,Z7606,2.656,Slab Culvert,.,2.67,B,22.7770657853846,89.5339908288461,bridge
17582,16118,Z7606,3.163,Box Culvert,.,2.0,C,22.7730467183695,89.5318008842391,bridge
17583,16119,Z7606,8.689,Box Culvert,Sluice gate,1.35,B,22.7318159831967,89.5119573759562,bridge
17584,16120,Z7606,9.001,Box Culvert,Sluice gate,2.9,A,22.729684347256,89.513072525,bridge
17585,16121,Z7606,13.123,Box Culvert,Sluice gate,5.4,C,22.6975265378269,89.5289798229376,bridge
17586,16122,Z7606,15.63,Box Culvert,Sluicegate.,2.92,C,22.6757184761277,89.5288519852002,bridge
17587,16123,Z7606,16.981,Box Culvert,Sluice gate,1.7,B,22.6636904968992,89.5292133335271,bridge
17588,16124,Z7606,18.83,Baily with Steel Deck,.,10.58,A,22.6479330857142,89.5243120314285,bridge
17589,16125,Z7606,21.992,Box Culvert,Sluice gate.,2.65,C,22.6262205803909,89.5159321661729,bridge
17590,16126,Z7606,25.541,Box Culvert,Sluice gate.,1.6,A,22.6044191715789,89.5198050310526,bridge
17591,16127,Z7606,26.026,Box Culvert,Sluice gate,3.0,C,22.600141131228,89.5190250319298,bridge
17592,16128,Z7606,27.15,Box Culvert,Sluice gate.,4.9,C,22.5905350047923,89.5159167,bridge
17593,16129,Z7606,28.076,Slab Culvert,Sluice gate,2.9,A,22.585460145045,89.5128645837837,bridge
17594,45412,Z7606,30.032,sourcesink,sourcesink,0.0,,22.5751938,89.4987497,sourcesink
17595,732,Z7607,0.0,sourcesink,sourcesink,0.0,,22.5814993,88.9983608,sourcesink
17596,16130,Z7607,2.444,Arch Masonry,.,1.6,A,22.5648406809734,88.9836468221238,bridge
17597,45423,Z7607,5.423,sourcesink,sourcesink,0.0,,22.55807589382845,88.96653409058578,sourcesink
17598,733,Z7609,0.0,sourcesink,sourcesink,0.0,,22.3055833,89.1063056,sourcesink
17599,16131,Z7609,0.08,Box Culvert,.,3.6,A,22.3051667,89.1069444,bridge
17600,16132,Z7609,0.38,Box Culvert,.,2.4,A,22.3036815514851,89.1093646970297,bridge
17601,16133,Z7609,0.52,Slab Culvert,.,3.4,A,22.3029919021276,89.1105225021276,bridge
17602,16134,Z7609,0.89,Box Culvert,.,1.9,A,22.3011271508474,89.1135362305084,bridge
17603,16135,Z7609,1.12,Slab Culvert,.,5.7,A,22.2999899212435,89.1153763497409,bridge
17604,16136,Z7609,1.3,Box Culvert,.,1.9,A,22.2990828331606,89.1167488264248,bridge
17605,16137,Z7609,1.88,Box Culvert,.,3.6,A,22.2960274,89.1213882,bridge
17606,16138,Z7609,2.49,Box Culvert,.,1.9,A,22.292823238141,89.126167413141,bridge
17607,16139,Z7609,2.97,Box Culvert,.,1.9,A,22.2903231796511,89.1299452401162,bridge
17608,16140,Z7609,3.55,Box Culvert,.,1.9,A,22.2869397050933,89.1342193723259,bridge
17609,16141,Z7609,3.94,Box Culvert,.,2.4,A,22.2846460440678,89.1370768898305,bridge
17610,16142,Z7609,4.34,Slab Culvert,.,3.7,A,22.282311765432,89.1399585567901,bridge
17611,16143,Z7609,4.57,Box Culvert,.,2.4,A,22.2809032891304,89.1416736043478,bridge
17612,16144,Z7609,5.02,Slab Culvert,.,3.3,A,22.2783001532861,89.1449244173913,bridge
17613,16145,Z7609,6.23,Box Culvert,.,2.4,A,22.27257463125,89.1549196796875,bridge
17614,16146,Z7609,6.72,Box Culvert,.,3.3,A,22.2703771203219,89.159070674849,bridge
17615,16147,Z7609,7.1,Box Culvert,.,2.4,A,22.2686895068702,89.162263761832,bridge
17616,16148,Z7609,7.64,Box Culvert,.,1.9,A,22.2664683301094,89.1670039009124,bridge
17617,16149,Z7609,8.4,Slab Culvert,.,3.7,A,22.2665268232,89.1742440048,bridge
17618,16150,Z7609,10.31,Box Culvert,.,3.7,A,22.2680180691906,89.1928396396866,bridge
17619,45454,Z7609,10.605,sourcesink,sourcesink,0.0,,22.2682493,89.195583,sourcesink
17620,734,Z7610,0.0,sourcesink,sourcesink,0.0,,22.3487497,89.288583,sourcesink
17621,16151,Z7610,32.317,RCC Girder Bridge,Kachari bridge,12.9,D,22.3440750942465,89.1767860989041,bridge
17622,16152,Z7610,33.377,Slab Culvert,.,4.0,C,22.3423032413461,89.1672665508012,bridge
17623,16153,Z7610,34.565,Box Culvert,.,3.1,A,22.3401518957317,89.1552958664634,bridge
17624,16154,Z7610,35.181,Slab Culvert,.,3.0,C,22.3388462375,89.149803465,bridge
17625,16155,Z7610,36.896,RCC Girder Bridge,Chunar bridge,13.0,D,22.3353239846408,89.1338605500552,bridge
17626,16156,Z7610,37.963,Slab Culvert,.,2.0,D,22.33421773,89.123769485,bridge
17627,16157,Z7610,38.349,Box Culvert,.,3.08,A,22.3341109585714,89.1201196065714,bridge
17628,16158,Z7610,39.048,Box Culvert,.,3.0,A,22.33648858,89.11556114,bridge
17629,45490,Z7610,40.0,sourcesink,sourcesink,0.0,,22.3372219,89.1063889,sourcesink
17630,735,Z7613,0.0,sourcesink,sourcesink,0.0,,22.7591111,89.2539167,sourcesink
17631,16159,Z7613,0.47,Box Culvert,.,1.9,A,22.757612975,89.251321587295,bridge
17632,16160,Z7613,0.81,Box Culvert,.,2.8,B,22.7549477509536,89.2506129444141,bridge
17633,16161,Z7613,1.28,Box Culvert,.,9.0,A,22.7510006149779,89.248406330837,bridge
17634,16162,Z7613,2.27,Box Culvert,.,2.0,A,22.75050685,89.2396594,bridge
17635,16163,Z7613,2.43,Box Culvert,.,2.0,A,22.7510394387096,89.238195,bridge
17636,16164,Z7613,3.67,Slab Culvert,.,3.2,A,22.7462457757961,89.2289701273885,bridge
17637,16165,Z7613,4.73,Box Culvert,.,2.0,A,22.7462855166134,89.2189825715654,bridge
